,date,price_(close),price_(high),price_(low),price_(open),circulating_marketcap,circulating_supply,supply_pct
1621,2017-04-10,1212.211189336238,1224.4800110945669,1201.6203023813246,1212.4145311489813,19733938563.897354,16270195.44481955,0.0001132252272426637
1620,2017-04-11,1226.11542526304,1237.50428915025,1202.0902700716606,1214.0847689467705,19767167551.146408,16272288.86526937,0.00012866596820670928
1619,2017-04-12,1217.789755418115,1232.9098687946994,1210.4680249896642,1227.3006836830957,19992317641.03634,16274068.99486803,0.00010939638629814397
1618,2017-04-13,1178.665997452914,1227.4537981011283,1148.4715425013248,1218.1676861896842,19824537415.01029,16275661.71679101,9.786869672745446e-05
1617,2017-04-14,1181.6608047272498,1203.9307951338942,1162.7176195808524,1178.3097199946635,19221484958.2718,16277404.68074649,0.0001070902053512679
1616,2017-04-15,1182.499267110505,1207.0,1129.990325360425,1180.9697706039824,19277618254.99657,16279284.26641804,0.00011547207361450873
1615,2017-04-16,1186.684539738916,1203.0361326636382,1162.9596860390943,1180.7174582206433,19308421986.37112,16281112.40284798,0.00011229832958381536
1614,2017-04-17,1203.0126530744394,1216.8862633152658,1167.0665589132177,1186.416046177945,19351061386.563637,16282842.48609474,0.00010626320880002815
1613,2017-04-18,1226.764593870465,1255.050664671775,1190.0752397771437,1203.6794214679617,19679240022.6445,16284674.37899854,0.0001125044908691919
1612,2017-04-19,1220.7460755894356,1249.0211769185237,1190.3977578993215,1223.560973108591,20083694800.258747,16286468.20415313,0.00011015419239224222
1611,2017-04-20,1258.854271774369,1289.0198889431604,1209.309826650306,1221.931497004272,19947757180.97678,16288201.75851735,0.00010644139309334832
1610,2017-04-21,1247.872029779679,1300.6757419925436,1237.838117951074,1259.0826733197473,20571297281.75768,16290299.62286575,0.00012879655958975
1609,2017-04-22,1280.6355370687477,1318.9,1210.6639310682451,1247.5894555199736,20319139647.748077,16292117.99413857,0.00011162294831379427
1608,2017-04-23,1278.7186845523386,1346.147657575193,1231.120823762351,1272.981107423892,20926348557.42245,16294038.61535027,0.0001178865272390972
1607,2017-04-24,1277.9690582737087,1343.2944427504017,1235.867653208944,1305.3812170113686,20681324935.3099,16295595.46750452,9.554734654804165e-05
1606,2017-04-25,1294.015396396782,1319.6302215888138,1254.5080038815854,1284.2173682394098,20788279501.70933,16297455.18519662,0.00011412394814347415
1605,2017-04-26,1291.4077083331335,1353.36506475596,1273.0126259310332,1300.5999808788604,21143963476.34814,16299376.17635421,0.000117870620643723
1604,2017-04-27,1361.0199593088864,1375.7575247300151,1290.0584901280613,1293.356567192036,21081865203.880016,16301223.90043535,0.00011336164409891936
1603,2017-04-28,1341.1645280443613,1388.500140566453,1303.0435586955048,1342.4933255777676,22307823613.777237,16302933.13953399,0.00010485342137966924
1602,2017-04-29,1368.9254561530363,1387.25653946276,1324.1852341097194,1339.2159667154156,21797033287.877754,16305104.9005494,0.00013321290082113357
1601,2017-04-30,1381.8580566887126,1401.180817485526,1328.3136589406336,1369.3336744606397,22427011709.227848,16306999.85491644,0.00011621847136811247
1600,2017-05-01,1421.6181166177196,1476.4430615375377,1352.1812042387996,1391.7138570433224,22723512024.04021,16308883.04275101,0.00011548340291445136
1599,2017-05-02,1480.6867210135706,1513.9825760263393,1407.8940812287967,1421.6312621459388,23017380762.34336,16310867.95124889,0.00012170720046711381
1598,2017-05-03,1528.565423156705,1539.0044831594134,1445.1190103042086,1479.268499504063,24363528174.457123,16312531.67373315,0.00010200085545619686
1597,2017-05-04,1558.6674164154626,1649.4461461162884,1457.1378927948765,1528.4169483908463,24920443261.457237,16314643.5744735,0.0001294649281049498
1596,2017-05-05,1529.9873618183542,1627.2987808651858,1506.5067873082317,1552.8575043063183,25291983311.510685,16316268.50888964,9.959974968021257e-05
1595,2017-05-06,1564.2846514665528,1590.0823004864542,1526.8811820119397,1532.2799219488284,24803508875.492798,16318379.61553044,0.00012938660819727943
1594,2017-05-07,1580.2710066475956,1606.7378444480405,1526.2149695119758,1566.6027866764316,25593349139.753635,16320481.21399375,0.00012878720270181887
1593,2017-05-08,1673.6695690388474,1682.7357054630336,1570.2847861443097,1578.3803409413654,25783603120.587376,16322743.21478483,0.00013859890290124355
1592,2017-05-09,1715.760885380464,1785.3199717344337,1639.750378691112,1678.1205320945355,27354842725.738583,16324694.08018575,0.00011951823141798101
1591,2017-05-10,1785.9483595031445,1798.1740192982998,1692.6572338993983,1715.958632575193,27999115902.45371,16326555.42328974,0.00011402009096439514
1590,2017-05-11,1836.9186581386589,1887.1014972937887,1759.581941480941,1788.4199156529628,29137299606.6431,16328255.45689619,0.00010412690015582093
1589,2017-05-12,1700.3720897046148,1842.8246456908537,1650.9178626516657,1836.785375740645,29995106319.13366,16330192.86138021,0.00011865348929251951
1588,2017-05-13,1790.0659050171623,1799.420116227763,1606.317924970091,1699.4001779786613,27767550414.718708,16332183.35381497,0.00012189032007503542
1587,2017-05-14,1805.0256234396256,1836.812917950716,1759.846198691915,1788.0619682692918,29168273320.45109,16334246.04756764,0.0001262962647419208
1586,2017-05-15,1730.8890326670803,1814.491531784416,1693.3954232554884,1806.0939082366544,29426892583.496223,16336383.80259432,0.00013087564742542135
1585,2017-05-16,1746.5588991897926,1777.485263720878,1675.9884836586857,1731.423417875612,28190448192.082085,16338050.80538235,0.00010204233740918056
1584,2017-05-17,1812.543027439238,1857.805213217344,1714.1539483242218,1746.8413712887204,28542364619.079624,16340003.25071399,0.00011950295386498055
1583,2017-05-18,1886.9259542819416,1958.115711857285,1788.412964060014,1812.0975961101049,29483985417.22769,16341796.59172591,0.000109751570082528
1582,2017-05-19,1964.0362472781585,1973.5222038117568,1876.4014282976436,1891.3656581528628,30868288700.25159,16343864.42539883,0.00012653649562421876
1581,2017-05-20,2032.8328567229355,2047.2049017079323,1951.407379260632,1966.8485381986095,32127264701.925777,16345940.2422549,0.00012700893754624687
1580,2017-05-21,2032.9877260203712,2097.3779179502826,1987.6882107811348,2031.4438566684096,33224845124.98792,16347795.97325772,0.00011352855665180961
1579,2017-05-22,2099.8403308536645,2263.4019081923625,1990.0813530735356,2035.3187686865515,33230728251.69074,16349637.20702343,0.00011262886866969524
1578,2017-05-23,2260.2597273827114,2264.608678720188,2091.163210188164,2097.457905618542,34363984288.452736,16351758.8961139,0.00012976979633272379
1577,2017-05-24,2421.706750665295,2474.841796424708,2259.007468285128,2259.74665489107,36920944452.87674,16353700.17559455,0.0001187199183270149
1576,2017-05-25,2314.340800822413,2766.924351426268,2241.342755815237,2421.9525565867425,39566505800.53442,16355755.11330343,0.00012565582631562933
1575,2017-05-26,2263.5005285553025,2622.1731559553714,2051.021400176859,2317.1979316270053,37637865346.740974,16357695.47897191,0.00011863504039011374
1574,2017-05-27,2052.6682419889385,2337.682444091615,1867.4690043853104,2267.511936708946,36569626831.69624,16359812.70758696,0.00012943318438551898
1573,2017-05-28,2165.2497321631727,2320.256385049989,2057.9713220639446,2061.7200925309344,33613307049.208347,16361890.95172904,0.00012703349232823236
1572,2017-05-29,2269.154079518368,2350.4209554201416,2089.963154217373,2168.4991098399305,35383404016.78205,16363815.35081041,0.00011761471134641432
1571,2017-05-30,2178.5667264847816,2329.1808003688648,2124.345970305883,2266.1498037122155,37044379408.37951,16366079.85750713,0.0001383850066853931
1570,2017-05-31,2286.150948252789,2327.117542143505,2130.4277226883305,2190.6195708599766,35794519492.47421,16368149.35378136,0.00012645033460967348
1569,2017-06-01,2400.21327655311,2461.907194360961,2281.306520923654,2286.113857349097,37458332506.76915,16370290.43402495,0.0001308077167010424
1568,2017-06-02,2484.640193048764,2486.5031863802315,2360.180757705144,2401.433549513564,39382217034.74784,16372129.28263386,0.00011232840469865835
1567,2017-06-03,2542.92567196438,2592.288170860135,2433.184586672966,2484.45991841288,40676050526.40274,16374541.16606793,0.0001473164175798125
1566,2017-06-04,2516.8706833511906,2553.546863923569,2463.3366676052324,2542.96127597596,41630942200.33495,16376562.41730212,0.00012343864867370158
1565,2017-06-05,2694.778169113867,2695.1452186544443,2502.3939895589765,2507.490436453925,41142632643.01437,16378618.78030853,0.00012556743924707625
1564,2017-06-06,2871.697174283751,2923.4551153623715,2688.3656663897523,2694.5182783596088,44095919609.67033,16380515.11412503,0.0001157810583380936
1563,2017-06-07,2680.0735080648883,2884.0834413838384,2613.56344570853,2874.8838858183585,46978911079.24713,16382593.00342948,0.00012685127970479826
1562,2017-06-08,2801.5462532748943,2808.534578886228,2607.7605602034278,2682.167525005199,43914469706.58803,16384663.90472703,0.00012640863977497752
1561,2017-06-09,2812.0233151016714,2857.3792109177625,2785.2724928168977,2802.5962319367027,45938342743.09814,16386558.71163909,0.00011564514982276286
1560,2017-06-10,2881.237237847745,2914.088872912954,2789.2912195875388,2811.4574723739174,46101241860.336426,16388326.76280249,0.00010789642868358484
1559,2017-06-11,2959.1307892850077,2969.366400191284,2842.95003947993,2880.29087597587,47540388019.81859,16390155.27793568,0.0001115742418158483
1558,2017-06-12,2649.391518218633,2987.977765067775,2453.4426769752067,2958.159269474803,48600871085.345314,16391999.81085158,0.00011253907511066252
1557,2017-06-13,2702.655086666196,2785.5067598097157,2619.747565662622,2647.9010291373834,43445754612.42409,16393770.21834003,0.00010800436242552891
1556,2017-06-14,2448.540291812972,2785.8187351254014,2325.9166385692947,2708.6361192520944,44406910639.71376,16395527.6067173,0.00010719854883078916
1555,2017-06-15,2414.5127350766124,2503.364022968992,2095.476973072959,2449.8594271246784,40101170724.87753,16397446.46619484,0.00011703554308040154
1554,2017-06-16,2480.5955631675934,2522.4157640472326,2300.8415506495658,2412.526541556921,39556333138.46401,16399302.52642352,0.0001131920285579735
1553,2017-06-17,2629.181335461251,2669.848081708513,2415.872794485657,2480.388003337303,40672299637.37923,16401119.04251392,0.0001107678870777562
1552,2017-06-18,2505.722969049556,2657.215180975585,2448.821626621552,2631.778948355658,43147961236.6302,16402935.01504797,0.00011072247749321917
1551,2017-06-19,2588.5569672918587,2595.7401020442385,2484.5972803585346,2507.758835555789,41124474956.90266,16404828.54054499,0.00011543821244708319
1550,2017-06-20,2730.070220808549,2778.699583264847,2583.313614363942,2590.7389439370213,42572065618.880905,16406561.69219583,0.00010564887323005756
1549,2017-06-21,2643.446065813362,2777.826696778607,2586.43164345868,2727.916935572351,44766022037.82092,16408317.08850896,0.0001069935520958687
1548,2017-06-22,2685.9743996629904,2723.1916282308453,2588.521990497873,2644.298352154072,43384671272.51917,16410061.01114098,0.00010628284562108625
1547,2017-06-23,2683.3378242971967,2730.988507268028,2668.724509151316,2686.6626900059555,44077366866.92005,16412067.38676494,0.00012226497041045725
1546,2017-06-24,2550.616827373157,2716.6694231148,2504.882203594656,2683.3061123039656,44045843654.85733,16413895.46437264,0.00011138618704276126
1545,2017-06-25,2492.420727836269,2625.0551408647298,2426.337910216832,2551.6797352765607,41809592129.62051,16415425.07761232,9.319014142628035e-05
1544,2017-06-26,2411.443797527249,2547.0628914277404,2275.001882048099,2495.292334261113,41018683042.71807,16417204.96266314,0.00010842759431484161
1543,2017-06-27,2562.0759027863323,2566.4087492257154,2268.357630568029,2410.46237001881,39569764036.611,16418847.19291791,0.00010003105026124004
1542,2017-06-28,2553.095089246013,2594.71147180599,2452.4998044989607,2562.1779986292904,42081876427.83914,16420814.4822448,0.00011981896802959469
1541,2017-06-29,2519.11299655228,2581.522703048149,2487.604553078365,2552.951289941345,41911295369.35203,16422319.07644101,9.162725745648359e-05
1540,2017-06-30,2449.0517447487705,2554.9970336941456,2435.607878192821,2517.2635135237456,41313994124.74802,16424249.59220888,0.00011755439404659285
1539,2017-07-01,2395.393976743074,2503.0000000045784,2361.9136936988825,2449.026301465733,40206841633.62657,16426303.57122481,0.0001250577083840021
1538,2017-07-02,2512.017006263429,2526.600782574057,2356.489754857721,2398.897965634209,39474402881.8895,16428655.35747801,0.00014317197067503784
1537,2017-07-03,2549.377812728481,2588.314461033081,2463.146025880133,2509.440030754574,41269793150.68265,16430783.01876224,0.00012950915567544463
1536,2017-07-04,2595.3588469022507,2636.8036049363204,2545.525407117141,2545.5341987534025,41918678918.92268,16432701.63823991,0.00011676981404229458
1535,2017-07-05,2612.4011418627038,2627.4290782712123,2520.219774995791,2597.236366344875,42688823591.62669,16434568.77500172,0.00011362323754871007
1534,2017-07-06,2600.8840551651138,2621.1773768352423,2568.532457413243,2612.3325211186907,42822260538.78075,16436347.95420415,0.00010825834415184588
1533,2017-07-07,2495.501133871512,2606.198181175389,2467.116652151641,2599.329841328687,42733739348.71964,16438201.09661672,0.00011274660391324964
1532,2017-07-08,2549.804642461351,2556.58038593344,2460.887589845789,2495.5008430056355,41003440988.46131,16440266.50289141,0.00012564673363879564
1531,2017-07-09,2497.6038274753146,2567.921093198014,2493.682950001835,2548.8885936897373,41922941639.34916,16441993.45854361,0.00010504426141122458
1530,2017-07-10,2327.385122498217,2521.051750010054,2261.806295935271,2499.1831454129087,41073025612.96717,16444457.97847878,0.00014989179635582772
1529,2017-07-11,2301.7268627520825,2402.4004589508886,2236.9107003726717,2328.7698382037274,38303450076.23303,16446623.32981331,0.00013167666197122507
1528,2017-07-12,2381.7097242812083,2410.0429750120074,2235.001332359714,2300.1743468269124,37794654482.07488,16448839.15620358,0.0001347283479309347
1527,2017-07-13,2337.9260638666387,2419.374233731116,2311.434276536014,2380.3271010748304,39155781827.56947,16450804.99076322,0.00011951205437488177
1526,2017-07-14,2213.430181737997,2350.975559585241,2143.3620804071084,2338.973867113761,38472325043.51392,16452544.77891626,0.00010575702246895524
1525,2017-07-15,1968.8140341692008,2219.8896065273098,1966.8296518985048,2212.4917363526524,36405243568.47996,16454137.52481851,9.680848304327583e-05
1524,2017-07-16,1914.311995158508,2043.0924964544383,1804.8754444933604,1969.833027502283,32424416726.84608,16456176.45644057,0.0001239160435473341
1523,2017-07-17,2225.6291199344487,2226.875513289494,1915.0327963046868,1917.6049589650088,31552701926.41405,16458028.56870505,0.00011254815293115783
1522,2017-07-18,2306.9634409732425,2396.0276253929405,2151.555827675385,2225.293662596096,36614065845.948296,16460094.3568132,0.00012551856375297987
1521,2017-07-19,2258.256137804171,2402.045172387144,2223.142444944761,2306.77044634064,38000106787.129,16461959.18268587,0.0001132937535013312
1520,2017-07-20,2870.165354417873,2941.8303279020365,2258.448606055931,2259.498414382775,37176749916.62375,16463986.56847012,0.00012315580191590847
1519,2017-07-21,2664.6360747043204,2885.310251738272,2612.057324253501,2875.5282013690185,47087388949.35006,16465915.81171117,0.00011717959274482048
1518,2017-07-22,2836.2319579944037,2880.314516249206,2648.66568550769,2665.530422517075,43904779627.22571,16467918.97668809,0.00012165524224871938
1517,2017-07-23,2753.0502836351825,2856.137898142602,2662.519934264157,2831.957867422444,46711040960.63885,16470069.92265501,0.0001306143156256656
